"DEV_ID","DEV_NAME","DEV_TYPE","DEV_DATE","STA_LAT_DMS","STA_LONG_DMS","STA_ELEV","STA_LOC"
5365.00,"Wilhoit","Precip.",9/24/1981 0:00:00,"34 25 36.6","112 35 08.2",5010.00,"At Wilhoit, 10 mi. SSW of Prescott, Yavapai County"
5378.00,"Mt. Union Wx","Dewpoint",9/19/2000 0:00:00,"34 24 42.2","112 25 05.5",7495.00,"Top of Mt. Union, 10 mi. SSE of Prescott"
5380.00,"Mt. Union Wx","Precip.",8/16/1982 0:00:00,"34 24 42.2","112 25 05.5",7495.00,"Top of Mt. Union, 10 mi. SSE of Prescott"
5381.00,"Mt. Union Wx","Humidity",12/1/1994 0:00:00,"34 24 42.2","112 25 05.5",7495.00,"Top of Mt. Union, 10 mi. SSE of Prescott"
5382.00,"Mt. Union Wx","Temperature",12/11/1987 0:00:00,"34 24 42.2","112 25 05.5",7495.00,"Top of Mt. Union, 10 mi. SSE of Prescott"
5400.00,"Agua Fria R. @ Buckeye Rd.","Precip.",10/6/1988 0:00:00,"33 26 05.7","112 20 03.0",970.00,"Buckeye Rd. Bridge over Agua Fria River, nr Avondale"
5403.00,"Agua Fria R. @ Buckeye Rd. PT","Stream PT",10/6/1988 0:00:00,"33 26 06.3","112 19 55.8",965.00,"Buckeye Rd. Bridge over Agua Fria River, nr Avondale"
5405.00,"Colter Channel @ El Mirage Rd.","Precip.",6/29/1994 0:00:00,"33 30 41.1","112 19 25.6",1030.00,"1/4 mi. N of Camelback and El Mirage Rd."
5408.00,"Colter Channel @ El Mirage Rd.","Stream PT",6/29/1994 0:00:00,"33 30 41.1","112 19 25.6",1030.00,"1/4 mi. N of Camelback and El Mirage Rd."
5410.00,"Dysart Drain @ Luke AFB","Precip.",8/22/1996 0:00:00,"33 32 38.3","112 20 57.9",1090.00,"1/4 mi. West of Northern Ave. & Litchfield Rd."
5413.00,"Dysart Drain @ Luke AFB","Stream PT",8/22/1996 0:00:00,"33 32 38.3","112 20 57.9",1090.00,"1/4 mi. West of Northern Ave. & Litchfield Rd."
5415.00,"White Tank FRS #3","Precip.",3/12/1986 0:00:00,"33 31 58.8","112 28 19.0",1215.00,"4 mi. N of I-10 on Jackrabbit Trail alignment"
5418.00,"White Tank FRS #3","Stream PT",1/1/1988 0:00:00,"33 31 58.8","112 28 19.0",1215.00,"4 mi. N of I-10 on Jackrabbit Trail alignment"
5420.00,"Camelback Rd. @ Citrus Rd.","Precip.",5/10/2012 0:00:00,"33 30 28.9","112 26 39.9",1115.00,"Camelback Road at Citrus Rd."
5423.00,"Dysart Drain @ El Mirage Rd.","Stream PT",9/22/2001 0:00:00,"33 32 37.3","112 19 26.3",1075.00,"El Mirage Rd. @ Glendale Ave."
5425.00,"Ford Canyon Wash","Precip.",2/5/2002 0:00:00,"33 35 47.8","112 29 57.7",1470.00,"Alignments of Cactus Road and Tuthill Road"
5427.00,"McMicken Dam","Solar Rad.",6/2/2004 0:00:00,"33 40 37.2","112 25 24.6",1350.00,"1/4 mi SE of Deer Valley Rd and Cotton Lane"
5428.00,"Ford Canyon Wash","Stream PT",2/5/2002 0:00:00,"33 35 47.8","112 29 57.7",1470.00,"Alignments of Cactus Road and Tuthill Road"
5429.00,"McMicken Dam","Dewpoint",6/10/2004 0:00:00,"33 40 37.2","112 25 24.6",1350.00,"1/4 mi SE of Deer Valley Rd and Cotton Lane"
5430.00,"White Tank Peak","Precip.",4/1/1981 0:00:00,"33 34 01.9","112 33 29.8",4010.00,"Top of White Tank Mtns., 13 mi. N of Buckeye"
5432.00,"McMicken Dam","Wind Spd/Dir",6/2/2004 0:00:00,"33 40 37.2","112 25 24.6",1350.00,"1/4 mi SE of Deer Valley Rd and Cotton Lane"
5433.00,"McMicken Dam","Peak Wind",6/2/2004 0:00:00,"33 40 37.2","112 25 24.6",1350.00,"1/4 mi SE of Deer Valley Rd and Cotton Lane"
5435.00,"McMicken Floodway","Precip.",5/19/1992 0:00:00,"33 41 07.1","112 24 31.1",1335.00,"1/2 mi. N of Grand Ave. and Deer Valley Rd."
5436.00,"McMicken Dam","Humidity",6/2/2004 0:00:00,"33 40 37.2","112 25 24.6",1350.00,"1/4 mi SE of Deer Valley Rd and Cotton Lane"
5437.00,"McMicken Dam","Temperature",6/2/2004 0:00:00,"33 40 37.2","112 25 24.6",1350.00,"1/4 mi SE of Deer Valley Rd and Cotton Lane"
5438.00,"McMicken Floodway","Stream PT",9/20/1992 0:00:00,"33 41 07.1","112 24 31.1",1335.00,"1/2 mi. N of Grand Ave. and Deer Valley Rd."
5439.00,"McMicken Dam","Pressure",6/2/2004 0:00:00,"33 40 37.2","112 25 24.6",1350.00,"1/4 mi SE of Deer Valley Rd and Cotton Lane"
5440.00,"McMicken Dam South","Precip.",2/13/2002 0:00:00,"33 35 11.6","112 28 37.3",1360.00,"1/2 mi. N of the alignments of Peoria and 195th Ave."
5442.00,"McMicken Dam","Wind Dir.",6/2/2004 0:00:00,"33 40 37.2","112 25 24.6",1350.00,"1/4 mi SE of Deer Valley Rd and Cotton Lane"
5443.00,"McMicken Dam @ Bell Rd.","Stream PT",3/4/2009 0:00:00,"33 38 17.7","112 27 40.8",1350.00,"Bell Road at Perryville Rd. alignment"
5445.00,"McMicken Dam","Precip.",3/20/1983 0:00:00,"33 40 37.2","112 25 24.6",1350.00,"1/4 mi SE of Deer Valley Rd and Cotton Lane"
5448.00,"McMicken Dam","Stream PT",2/18/1988 0:00:00,"33 40 37.2","112 25 24.6",1350.00,"1/4 mi SE of Deer Valley Rd and Cotton Lane"
5450.00,"Patton Road","Precip.",5/13/1992 0:00:00,"33 44 05.8","112 34 37.9",1620.00,"7 mi. E of Grand Ave. on Patton Rd."
5454.00,"Douglas Ranch Rd.","Precip.",7/16/2013 0:00:00,"33 46 35.8","112 38 25.9",1765.00,"3.5 miles N of Patton Rd. & Hassayampa River"
5455.00,"Wittmann","Precip.",5/13/1992 0:00:00,"33 46 13.8","112 31 15.7",1655.00,"US 60/93 at Wittmann, 4 mi. SE of Circle City"
5457.00,"Patton Rd. @ 259th Ave.","Status",7/16/2013 0:00:00,"33 44 19.7","112 37 04.3",1640.00,"Patton Rd. between 257th & 259th Avenues"
5465.00,"NW Regional Landfill","Precip.",4/27/1993 0:00:00,"33 40 51.8","112 28 33.6",1410.00,"Near 195th Ave. and Deer Valley Rd."
5470.00,"CAP @ 163rd Ave.","Precip.",12/10/2002 0:00:00,"33 45 32.0","112 24 42.2",1540.00,"CAP Canal at 163rd Ave."
5475.00,"Circle City","Precip.",10/1/1982 0:00:00,"33 49 20.9","112 35 23.8",1870.00,"Along US 60/93, 14 mi. SE of Wickenburg"
5480.00,"El Mirage Drain","Precip.",2/16/2006 0:00:00,"33 41 26.6","112 19 41.0",1265.00,"1/2 mile S of Pinnacle Peak and El Mirage Roads"
5483.00,"El Mirage Drain","Stream PT",2/16/2006 0:00:00,"33 41 26.6","112 19 41.0",1265.00,"1/2 mile S of Pinnacle Peak and El Mirage Roads"
5485.00,"Upper Trilby Wash","Precip.",9/25/2001 0:00:00,"33 57 37.5","112 31 45.3",3230.00,"On Trilby Wash, 2.2 miles N of Castle Hot Springs Road"
5488.00,"Upper Trilby Wash","Stream PT",9/25/2001 0:00:00,"33 57 37.5","112 31 45.3",3230.00,"On Trilby Wash, 2.2 miles N of Castle Hot Springs Road"
5490.00,"Castle Hot Springs","Precip.",10/20/1981 0:00:00,"33 55 45.4","112 31 47.1",2685.00,"6 mi. NE from US 60/93 on Castle Hot Springs Rd."
5495.00,"Daggs Wash","Precip.",11/8/2007 0:00:00,"33 44 45.2","112 43 30.2",1680.00,"9.5 miles SW of Circle City"
5498.00,"Daggs Wash","Stream PT",11/8/2007 0:00:00,"33 44 45.2","112 43 30.2",1680.00,"9.5 miles SW of Circle City"
5500.00,"Agua Fria R. @ Grand Ave.","Precip.",4/27/1994 0:00:00,"33 36 26.6","112 18 20.5",1115.00,"Grand Ave. bridge at Agua Fria River"
5503.00,"Agua Fria R. @ Grand Ave.","Non Subm PT",4/27/1994 0:00:00,"33 36 26.6","112 18 20.5",1115.00,"Grand Ave. bridge at Agua Fria River"
5505.00,"New River @ Glendale Ave.","Precip.",3/21/1990 0:00:00,"33 32 11.9","112 16 56.0",1060.00,"1/2 mi. E of 99th Ave. on Glendale Ave. bridge"
5508.00,"New River @ Glendale Ave.","Stream PT",3/21/1990 0:00:00,"33 32 11.9","112 16 56.0",1060.00,"1/2 mi. E of 99th Ave. on Glendale Ave. bridge"
5510.00,"Dysart Rd. @ Bell Rd.","Precip.",10/25/1992 0:00:00,"33 38 12.4","112 20 28.5",1190.00,"Dysart Rd. at Bell Rd., Surprise"
5515.00,"Sun City West","Precip.",3/30/1995 0:00:00,"33 39 55.7","112 21 24.0",1240.00,"1/4 mi. SE of the Beardsley Rd. & Litchfield Rd. alignments"
5518.00,"City of Glendale","Dewpoint",1/1/2003 0:00:00,"33 32 37.1","112 11 36.8",1150.00,"Grand Avenue at 63rd Avenue"
5520.00,"ACDC @ 67th Ave.","Precip.",6/7/1990 0:00:00,"33 37 17.8","112 12 09.5",1220.00,"67th Ave. Bridge at Arizona Canal, Glendale"
5521.00,"City of Glendale","Humidity",12/19/1995 0:00:00,"33 32 37.1","112 11 36.8",1150.00,"Grand Avenue at 63rd Avenue"
5522.00,"City of Glendale","Temperature",12/19/1995 0:00:00,"33 32 37.1","112 11 36.8",1150.00,"Grand Avenue at 63rd Avenue"
5523.00,"ACDC @ 67th Ave.","Stream PT",6/7/1990 0:00:00,"33 37 17.8","112 12 09.5",1220.00,"67th Ave. Bridge at Arizona Canal, Glendale"
5525.00,"Grand Ave. @ Peoria Ave.","Precip.",7/11/1996 0:00:00,"33 35 00.6","112 14 21.8",1140.00,"Intersection of Grand Ave. and Peoria Ave."
5535.00,"Adobe Dam","Precip.",10/25/1982 0:00:00,"33 40 38.0","112 09 14.4",1405.00,"1/4 mi. South of Deer Valley Rd. & 43rd Ave."
5538.00,"Adobe Dam Outlet","Non Subm PT",8/3/1990 0:00:00,"33 40 38.0","112 09 14.4",1405.00,"1/4 mi. South of Deer Valley Rd. & 43rd Ave."
5539.00,"Adobe Dam Pool","Bubbler",8/30/1988 0:00:00,"33 40 38.0","112 09 14.4",1405.00,"1/4 mi. South of Deer Valley Rd. & 43rd Ave."
5543.00,"Scatter Wash","Stream PT",9/18/1996 0:00:00,"33 40 08.5","112 08 29.2",1340.00,"1/2 mile west of 35th Ave. and Beardsley Rd."
5545.00,"Upper Cline Creek","Precip.",11/21/2001 0:00:00,"33 54 37.6","112 00 56.6",2520.00,"8 miles east of New River"
5550.00,"Deer Valley Airport","Precip.",1/23/1991 0:00:00,"33 41 24.8","112 03 58.6",1480.00,"1/2 mi. N of Deer Valley Rd. and 7th Ave."
5555.00,"Fig Springs","Precip.",11/14/2001 0:00:00,"33 56 55.6","112 04 29.2",2390.00,"3.5 miles east of New River"
5565.00,"Skunk Creek @ I-17","Precip.",11/7/1989 0:00:00,"33 43 48.3","112 07 11.1",1475.00,"I-17 at Jomax Rd. alignment"
5568.00,"Skunk Creek @ I-17","Non Subm PT",4/19/1990 0:00:00,"33 43 48.3","112 07 11.1",1475.00,"I-17 at Jomax Rd. alignment"
5580.00,"Cline Creek","Precip.",8/1/1981 0:00:00,"33 54 03.5","112 03 17.9",2170.00,"1 mi. N of Circle Mtn. Rd / 12th St."
5583.00,"Cline Creek","Stream PT",11/20/2001 0:00:00,"33 54 03.5","112 03 17.9",2170.00,"1 mi. N of Circle Mtn. Rd / 12th St."
5585.00,"Skunk Cr. near New River","Precip.",6/28/2001 0:00:00,"33 55 34.1","112 04 57.6",2185.00,"Skunk Cr. At Fig Springs Rd., 3.5 mi. E of New River"
5588.00,"Skunk Cr. near New River","Stream PT",6/21/1995 0:00:00,"33 55 34.1","112 04 57.6",2185.00,"Skunk Cr. At Fig Springs Rd., 3.5 mi. E of New River"
5595.00,"New River @ Bell Rd.","Precip.",4/4/1990 0:00:00,"33 38 16.7","112 14 22.4",1205.00,"Bell Rd. at 83rd Ave."
5598.00,"New River @ Bell Rd.","Stream PT",4/4/1990 0:00:00,"33 38 16.7","112 14 22.4",1205.00,"Bell Rd. at 83rd Ave."
5610.00,"New River Dam","Precip.",5/31/1986 0:00:00,"33 44 09.1","112 13 31.7",1485.00,"1/2 mi. NE of Jomax Rd. and 83rd Ave."
5613.00,"New River Outlet","Stream PT",8/30/1988 0:00:00,"33 44 09.1","112 13 31.7",1485.00,"1/2 mi. NE of Jomax Rd. and 83rd Ave."
5614.00,"New River Dam Pool","Non Subm PT",11/20/1987 0:00:00,"33 44 09.1","112 13 31.7",1485.00,"1/2 mi. NE of Jomax Rd. and 83rd Ave."
5625.00,"Sunup Ranch","Precip.",6/10/1981 0:00:00,"33 53 45.4","112 08 58.5",1940.00,"1 mi. SSW of New River"
5630.00,"New River Landfill","Precip.",4/29/1993 0:00:00,"33 51 46.8","112 11 03.0",1800.00,"4 mi. ENE of New Waddell Dam"
5635.00,"New River Fire","Precip.",7/20/2005 0:00:00,"33 58 33.2","112 03 38.2",2485.00,"5 miles NE of New River"
5638.00,"New River Fire","Stream PT",7/20/2005 0:00:00,"33 58 33.2","112 03 38.2",2485.00,"5 miles NE of New River"
5640.00,"Cooks Mesa","Precip.",3/21/1984 0:00:00,"34 03 53.4","111 57 19.7",4570.00,"10 mi. E of Black Canyon City in the New River Mtns."
5646.00,"Lake Pleasant","Peak Wind",11/13/2008 0:00:00,"33 50 50.6","112 16 41.0",1815.00,"South end of Lake Pleasant"
5647.00,"Lake Pleasant","Wind Spd/Dir",11/13/2008 0:00:00,"33 50 50.6","112 16 41.0",1815.00,"South end of Lake Pleasant"
5648.00,"Lake Pleasant","Wind Dir.",11/13/2008 0:00:00,"33 50 50.6","112 16 41.0",1815.00,"South end of Lake Pleasant"
5649.00,"Lake Pleasant","Pressure",11/13/2008 0:00:00,"33 50 50.6","112 16 41.0",1815.00,"South end of Lake Pleasant"
5650.00,"Lake Pleasant","Precip.",11/13/2008 0:00:00,"33 50 50.6","112 16 41.0",1815.00,"South end of Lake Pleasant"
5651.00,"Lake Pleasant","Humidity",11/13/2008 0:00:00,"33 50 50.6","112 16 41.0",1815.00,"South end of Lake Pleasant"
5652.00,"Lake Pleasant","Temperature",11/13/2008 0:00:00,"33 50 50.6","112 16 41.0",1815.00,"South end of Lake Pleasant"
5654.00,"Lake Pleasant North","Peak Wind",4/24/2001 0:00:00,"33 54 16.7","112 16 15.0",1750.00,"On Deer Island, north end of Lake Pleasant"
5655.00,"Lake Pleasant","Dewpoint",11/14/2008 0:00:00,"33 50 50.6","112 16 41.0",1815.00,"South end of Lake Pleasant"
5657.00,"Lake Pleasant North","Wind Spd/Dir",4/24/2001 0:00:00,"33 54 16.7","112 16 15.0",1750.00,"On Deer Island, north end of Lake Pleasant"
5658.00,"Lake Pleasant North","Dewpoint",5/1/2001 0:00:00,"33 54 16.7","112 16 15.0",1750.00,"On Deer Island, north end of Lake Pleasant"
5660.00,"Lake Pleasant North","Precip.",4/24/2001 0:00:00,"33 54 16.7","112 16 15.0",1750.00,"On Deer Island, north end of Lake Pleasant"
5661.00,"Lake Pleasant North","Humidity",4/24/2001 0:00:00,"33 54 16.7","112 16 15.0",1750.00,"On Deer Island, north end of Lake Pleasant"
5662.00,"Lake Pleasant North","Temperature",4/24/2001 0:00:00,"33 54 16.7","112 16 15.0",1750.00,"On Deer Island, north end of Lake Pleasant"
5663.00,"Lake Pleasant North","Solar Rad.",4/24/2001 0:00:00,"33 54 16.7","112 16 15.0",1750.00,"On Deer Island, north end of Lake Pleasant"
5664.00,"Lake Pleasant North","Pressure",4/24/2001 0:00:00,"33 54 16.7","112 16 15.0",1750.00,"On Deer Island, north end of Lake Pleasant"
5667.00,"Lake Pleasant North","Wind Dir.",4/24/2001 0:00:00,"33 54 16.7","112 16 15.0",1750.00,"On Deer Island, north end of Lake Pleasant"
5670.00,"Garfias Mountain Ranch","Precip.",4/14/1981 0:00:00,"33 58 59.1","112 24 43.9",2635.00,"6 mi. WSW of Castle Hot Springs, off Castle Hot Springs Rd."
5675.00,"Picacho Wash @ SR 74","Precip.",4/11/2012 0:00:00,"33 50 09.7","112 28 31.2",1975.00,"SR 74 at Cotton Lane alignment"
5678.00,"Picacho Wash @ SR 74","Stream PT",4/11/2012 0:00:00,"33 50 09.7","112 28 31.2",1975.00,"SR 74 at Cotton Lane alignment"
5685.00,"Columbia Hill","Precip.",7/27/1981 0:00:00,"34 01 04.8","112 21 19.4",2370.00,"5 mi. NNW of Castle Hot Springs"
5694.00,"Horsethief Basin","Peak Wind",7/19/1993 0:00:00,"34 09 44.5","112 16 13.9",6705.00,"At HB Recreation Area, 6 mi. SE of Crown King"
5697.00,"Horsethief Basin","Wind Spd/Dir",12/21/1987 0:00:00,"34 09 44.5","112 16 13.9",6705.00,"At HB Recreation Area, 6 mi. SE of Crown King"
5698.00,"Horsethief Basin","Dewpoint",7/8/1994 0:00:00,"34 09 44.5","112 16 13.9",6705.00,"At HB Recreation Area, 6 mi. SE of Crown King"
5700.00,"Horsethief Basin","Precip.",11/24/1986 0:00:00,"34 09 44.5","112 16 13.9",6705.00,"At HB Recreation Area, 6 mi. SE of Crown King"
5701.00,"Horsethief Basin","Humidity",12/21/1987 0:00:00,"34 09 44.5","112 16 13.9",6705.00,"At HB Recreation Area, 6 mi. SE of Crown King"
5702.00,"Horsethief Basin","Temperature",12/21/1987 0:00:00,"34 09 44.5","112 16 13.9",6705.00,"At HB Recreation Area, 6 mi. SE of Crown King"
5703.00,"Horsethief Basin","Solar Rad.",12/3/1987 0:00:00,"34 09 44.5","112 16 13.9",6705.00,"At HB Recreation Area, 6 mi. SE of Crown King"
5704.00,"Horsethief Basin","Pressure",4/8/1993 0:00:00,"34 09 44.5","112 16 13.9",6705.00,"At HB Recreation Area, 6 mi. SE of Crown King"
5707.00,"Horsethief Basin","Wind Dir.",5/1/2001 0:00:00,"34 09 44.5","112 16 13.9",6705.00,"At HB Recreation Area, 6 mi. SE of Crown King"
5715.00,"Crown King","Precip.",10/18/1982 0:00:00,"34 12 51.4","112 21 13.8",6750.00,"Crown King, Bradshaw Mtns, 24 mi. SSE of Prescott"
5730.00,"Sunset Point","Precip.",7/11/1981 0:00:00,"34 11 13.1","112 08 04.6",3395.00,"Sunset Point Rest Area, 10 mi. N of Black Canyon City"
5745.00,"Horseshoe Ranch","Precip.",5/1/1981 0:00:00,"34 13 50.0","112 00 01.0",3805.00,"10 mi. SE of Cordes Junction"
5760.00,"Horner Mountain Ranch","Precip.",4/1/1981 0:00:00,"34 22 02.2","111 56 12.3",4490.00,"11 mi. ENE of Cordes Junction"
5775.00,"Arizona Hunt Club","Precip.",4/4/1981 0:00:00,"34 23 26.9","112 07 55.8",3805.00,"5 mi. NNW of Cordes Junction"
5790.00,"I-17 @ SR 169","Precip.",11/11/1987 0:00:00,"34 30 52.4","111 59 40.6",4445.00,"I-17 at SR 169 (Cherry Rd.)"
5805.00,"Dewey","Precip.",11/1/1981 0:00:00,"34 31 29.1","112 08 48.3",4740.00,"5 mi. E of Dewey off Orme Ranch Rd."
5820.00,"Prescott Valley","Precip.",12/7/1982 0:00:00,"34 40 43.1","112 15 18.7",5230.00,"5 mi. N of the intersection of SR 69 and Roberts Rd."
5865.00,"Sycamore Creek - Upper","Wind Dir.",6/27/2013 0:00:00,"33 59 15.4","111 27 51.5",5825.00,"8 miles N of Sunflower"
5866.00,"Sycamore Creek - Upper","Peak Wind",6/27/2013 0:00:00,"33 59 15.4","111 27 51.5",5825.00,"8 miles N of Sunflower"
5869.00,"Sycamore Creek - Upper","Pressure",6/27/2013 0:00:00,"33 59 15.4","111 27 51.5",5825.00,"8 miles N of Sunflower"
5870.00,"Sycamore Creek - Upper","Ave. Wind",6/27/2013 0:00:00,"33 59 15.4","111 27 51.5",5825.00,"8 miles N of Sunflower"
5871.00,"Sycamore Creek Fire","Radar",7/9/2012 0:00:00,"33 55 58.2","111 28 46.0",3805.00,"4 miles N of Sunflower"
5872.00,"Sycamore Creek Fire","Status",6/26/2012 0:00:00,"33 55 58.2","111 28 46.0",3805.00,"4 miles N of Sunflower"
5873.00,"Sycamore Creek Fire","Stream PT",6/26/2012 0:00:00,"33 55 58.2","111 28 46.0",3805.00,"4 miles N of Sunflower"
5875.00,"Sycamore Creek - West Fork","Precip.",6/19/2012 0:00:00,"33 56 20.5","111 30 07.7",4930.00,"5 miles NNW of Sunflower"
5880.00,"Sycamore Creek - Upper","Precip.",6/19/2012 0:00:00,"33 59 15.4","111 27 51.5",5825.00,"8 miles N of Sunflower"
5882.00,"Sycamore Creek - Upper","Temperature",6/27/2013 0:00:00,"33 59 15.4","111 27 51.5",5825.00,"8 miles N of Sunflower"
5883.00,"Sycamore Creek - Upper","Humidity",6/27/2013 0:00:00,"33 59 15.4","111 27 51.5",5825.00,"8 miles N of Sunflower"
5884.00,"Horseshoe Lake","Peak Wind",9/12/2000 0:00:00,"33 59 08.4","111 43 15.5",2070.00,"Horseshoe Lake - SW corner near boat ramp"
5887.00,"Horseshoe Lake","Wind Spd/Dir",9/6/2000 0:00:00,"33 59 08.4","111 43 15.5",2070.00,"Horseshoe Lake - SW corner near boat ramp"
5888.00,"Horseshoe Lake","Dewpoint",9/14/2000 0:00:00,"33 59 08.4","111 43 15.5",2070.00,"Horseshoe Lake - SW corner near boat ramp"
5889.00,"Sycamore Creek - Upper","Dewpoint",6/27/2013 0:00:00,"33 59 15.4","111 27 51.5",5825.00,"8 miles N of Sunflower"
5890.00,"Horseshoe Lake","Precip.",9/11/2000 0:00:00,"33 59 08.4","111 43 15.5",2070.00,"Horseshoe Lake - SW corner near boat ramp"
5891.00,"Horseshoe Lake","Humidity",9/6/2000 0:00:00,"33 59 08.4","111 43 15.5",2070.00,"Horseshoe Lake - SW corner near boat ramp"
5892.00,"Horseshoe Lake","Temperature",9/6/2000 0:00:00,"33 59 08.4","111 43 15.5",2070.00,"Horseshoe Lake - SW corner near boat ramp"
5893.00,"Horseshoe Lake","Solar Rad.",9/13/2000 0:00:00,"33 59 08.4","111 43 15.5",2070.00,"Horseshoe Lake - SW corner near boat ramp"
5894.00,"Horseshoe Lake","Pressure",9/13/2000 0:00:00,"33 59 08.4","111 43 15.5",2070.00,"Horseshoe Lake - SW corner near boat ramp"
5897.00,"Horseshoe Lake","Wind Dir.",9/12/2000 0:00:00,"33 59 08.4","111 43 15.5",2070.00,"Horseshoe Lake - SW corner near boat ramp"
5900.00,"Asher Hills","Precip.",8/2/1990 0:00:00,"33 43 03.5","111 41 03.2",1660.00,"McDowell Mtn. Park, 1 mi. W of Rio Verde"
5904.00,"Bartlett Lake","Peak Wind",8/31/2000 0:00:00,"33 50 18.3","111 38 06.2",1780.00,"Bartlett Lake Sheriff Sub-station"
5907.00,"Bartlett Lake","Wind Spd/Dir",8/31/2000 0:00:00,"33 50 18.3","111 38 06.2",1780.00,"Bartlett Lake Sheriff Sub-station"
5908.00,"Bartlett Lake","Dewpoint",1/1/2001 0:00:00,"33 50 18.3","111 38 06.2",1780.00,"Bartlett Lake Sheriff Sub-station"
5910.00,"Bartlett Lake","Precip.",8/31/2000 0:00:00,"33 50 18.3","111 38 06.2",1780.00,"Bartlett Lake Sheriff Sub-station"
5911.00,"Bartlett Lake","Humidity",8/31/2000 0:00:00,"33 50 18.3","111 38 06.2",1780.00,"Bartlett Lake Sheriff Sub-station"
5912.00,"Bartlett Lake","Temperature",8/31/2000 0:00:00,"33 50 18.3","111 38 06.2",1780.00,"Bartlett Lake Sheriff Sub-station"
5913.00,"Bartlett Lake","Solar Rad.",8/31/2000 0:00:00,"33 50 18.3","111 38 06.2",1780.00,"Bartlett Lake Sheriff Sub-station"
5914.00,"Bartlett Lake","Pressure",8/31/2000 0:00:00,"33 50 18.3","111 38 06.2",1780.00,"Bartlett Lake Sheriff Sub-station"
5915.00,"McDowell Mountain Park","Precip.",8/6/1990 0:00:00,"33 42 02.4","111 44 43.0",2120.00,"McDowell Mtn. Park, 4 mi. WSW of Rio Verde"
5917.00,"Bartlett Lake","Wind Dir.",8/31/2000 0:00:00,"33 50 18.3","111 38 06.2",1780.00,"Bartlett Lake Sheriff Sub-station"
5920.00,"McDowell Mountain Road","Precip.",5/18/2004 0:00:00,"33 39 24.0","111 42 22.9",1620.00,"In McDowell Mtn. Park, 2 miles N of Fountain Hills"
5923.00,"McDowell Mountain Road","Stream PT",5/18/2004 0:00:00,"33 39 24.0","111 42 22.9",1620.00,"In McDowell Mtn. Park, 2 miles N of Fountain Hills"
5925.00,"Iron Dike","Precip.",6/30/2009 0:00:00,"33 55 44.6","111 26 39.9",4510.00,"Off SR 87 near Sunflower"
5930.00,"Fraesfield Mountain","Precip.",8/2/1989 0:00:00,"33 45 40.0","111 48 49.8",2690.00,"Near the alignments of Dixaleta Dr. and 128th St."
5934.00,"Rackensack Canyon","Peak Wind",11/28/2007 0:00:00,"33 54 05.9","111 50 42.2",4520.00,"8 miles NE of Cave Creek"
5936.00,"Rackensack Canyon","Ave. Wind",11/28/2007 0:00:00,"33 54 05.9","111 50 42.2",4520.00,"8 miles NE of Cave Creek"
5937.00,"Rackensack Canyon","Wind Dir.",11/28/2007 0:00:00,"33 54 05.9","111 50 42.2",4520.00,"8 miles NE of Cave Creek"
5938.00,"Rackensack Canyon","Pressure",11/28/2007 0:00:00,"33 54 05.9","111 50 42.2",4520.00,"8 miles NE of Cave Creek"
5939.00,"Rackensack Canyon","Dewpoint",11/28/2007 0:00:00,"33 54 05.9","111 50 42.2",4520.00,"8 miles NE of Cave Creek"
5940.00,"Rackensack Canyon","Precip.",6/28/2007 0:00:00,"33 54 05.9","111 50 42.2",4520.00,"8 miles NE of Cave Creek"
5941.00,"Rackensack Canyon","Humidity",11/28/2007 0:00:00,"33 54 05.9","111 50 42.2",4520.00,"8 miles NE of Cave Creek"
5942.00,"Rackensack Canyon","Temperature",11/28/2007 0:00:00,"33 54 05.9","111 50 42.2",4520.00,"8 miles NE of Cave Creek"
5943.00,"Thompson Peak","Dewpoint",1/1/2003 0:00:00,"33 38 39.9","111 48 43.7",3995.00,"On Thompson Peak, 120th St. and Bell Rd. alignments"
5945.00,"Thompson Peak","Precip.",7/27/1989 0:00:00,"33 38 39.9","111 48 43.7",3995.00,"On Thompson Peak, 120th St. and Bell Rd. alignments"
5946.00,"Thompson Peak","Humidity",12/22/1995 0:00:00,"33 38 39.9","111 48 43.7",3995.00,"On Thompson Peak, 120th St. and Bell Rd. alignments"
5947.00,"Thompson Peak","Temperature",12/19/1995 0:00:00,"33 38 39.9","111 48 43.7",3995.00,"On Thompson Peak, 120th St. and Bell Rd. alignments"
5948.00,"Fountain Hills Fire Dept.","Dewpoint",1/1/2003 0:00:00,"33 36 40.1","111 43 30.5",1665.00,"Palisades Blvd. near Fountain Hills Blvd."
5950.00,"Fountain Hills Fire Dept.","Precip.",12/9/1993 0:00:00,"33 36 40.1","111 43 30.5",1665.00,"Palisades Blvd. near Fountain Hills Blvd."
5951.00,"Fountain Hills Fire Dept.","Humidity",7/23/1997 0:00:00,"33 36 40.1","111 43 30.5",1665.00,"Palisades Blvd. near Fountain Hills Blvd."
5952.00,"Fountain Hills Fire Dept.","Temperature",7/23/1997 0:00:00,"33 36 40.1","111 43 30.5",1665.00,"Palisades Blvd. near Fountain Hills Blvd."
5955.00,"Camp Creek","Precip.",7/18/2005 0:00:00,"33 56 04.5","111 49 15.4",3720.00,"4 miles SE of Seven Springs Campground"
5960.00,"Mt. Ord","Precip.",10/28/1982 0:00:00,"33 54 17.7","111 24 32.7",7140.00,"Top of Mt. Ord, 4 mi. E of Sunflower in the Mazatzal Mtns."
